filename,ipBasedUrl,ageDomainName,nonMatchingDomain,nonModalDomain,useHTML,numATags,numDomains,numDots,useJavaScript,urlImage,numFormTags,phishing
Phishing1377,0,0,0,0,1,1,0,0,0,0,0,1
Phishing1378,1,0,1,0,1,4,3,3,0,1,0,1
Phishing1379,0,0,0,1,1,4,2,3,0,1,0,1
Phishing1380,1,0,1,0,1,4,3,3,0,1,0,1
Phishing1381,0,0,1,0,1,4,2,4,0,1,0,1
Phishing1382,0,0,0,0,1,10,4,6,0,1,0,1
Phishing1383,0,0,1,0,1,4,2,4,0,1,0,1
Phishing1384,1,0,0,1,1,2,2,6,0,0,0,1
Phishing1385,0,0,1,0,1,4,2,4,0,1,0,1
Phishing1386,0,0,1,0,1,1,4,3,0,1,0,1
Phishing1387,0,0,1,0,1,4,2,4,0,1,0,1
Phishing1388,1,0,1,0,1,1,3,7,0,1,0,1
Phishing1389,0,0,0,1,1,4,2,3,0,1,0,1
Phishing1390,0,0,0,1,1,4,2,3,0,1,0,1
Phishing1391,0,0,1,0,1,12,3,6,0,1,0,1
Phishing1392,0,0,0,0,1,1,0,0,0,0,0,1
Phishing1393,1,0,0,1,1,9,5,3,0,1,0,1
Phishing1394,0,0,0,0,1,1,1,8,0,0,0,1
Phishing1395,0,0,1,0,1,1,2,4,0,1,0,1
